id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90
3037,Female/East Midlands/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3038,Female/East Midlands/Non-emergency route,2022,0.47308645,5.1662378,5.7302322,10.994341,9.889617,6.9543715,3.564173,4.2022691,2.1535015,0
3039,Female/East Midlands/Non-emergency route,2023,0.40550268,5.7402644,2.8651161,7.1139855,10.650356,6.1816635,4.4552159,5.6030254,2.1535015,6.7920942
3040,,,,,,,,,,,,
3041,Female/East of England/Emergency route,All Years,,,,,,,,,,
3042,Female/East of England/Emergency route,2016,0,0.44832596,0,0,0,0,0,0,0,0
3043,Female/East of England/Emergency route,2017,0,0,0.50452048,0,1.1495376,0,0,0,0,0
3044,Female/East of England/Emergency route,2018,0.052316412,0.43977115,0.98145539,0,0,0,0,0,0,2.3976791
3045,Female/East of England/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3046,Female/East of England/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3047,Female/East of England/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3048,Female/East of England/Emergency route,2022,0,0,0,0.51398289,0.5946576,0.60588801,0.66851622,0,0,0
3049,Female/East of England/Emergency route,2023,0,0.44951093,0.89513493,0.51398289,0,0.60588801,0,0,1.5252506,0
3050,,,,,,,,,,,,
3051,Female/East of England/Non-emergency route,All Years,,,,,,,,,,
3052,Female/East of England/Non-emergency route,2016,0.52516842,4.9315853,3.6421154,2.9166763,4.3175097,4.0662251,1.7753475,1.1033022,0,2.4122543
3053,Female/East of England/Non-emergency route,2017,0.15716721,3.1003358,5.5497255,9.2272205,3.4486127,6.7236753,3.5138268,2.1836922,4.7637954,2.3966446
3054,Female/East of England/Non-emergency route,2018,0.47084773,4.3977113,6.8701878,8.5117006,5.938489,4.0910792,2.5539522,3.2200935,0,0
3055,Female/East of England/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3056,Female/East of England/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3057,Female/East of England/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3058,Female/East of England/Non-emergency route,2022,0.25860977,4.4951096,10.294052,6.681778,5.3519182,4.8471041,5.3481297,8.3426323,4.5757518,2.2960532
3059,Female/East of England/Non-emergency route,2023,0.20688781,4.0455985,6.7135119,6.1677947,8.3252068,4.8471041,10.027743,7.2998028,6.1010022,4.5921063
3060,,,,,,,,,,,,
3061,Female/London/Emergency route,All Years,,,,,,,,,,
3062,Female/London/Emergency route,2016,0.030924425,0.71070427,0,0,0,0.80639958,0,2.5607212,0,2.9007368
3063,Female/London/Emergency route,2017,0,0,0,0,0.63535631,0,0,2.5364938,1.9050159,0
3064,Female/London/Emergency route,2018,0.061638314,0,1.2268182,0.53018051,0,2.1856649,0.98770308,0,0,5.8563437
3065,Female/London/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3066,Female/London/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3067,Female/London/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3068,Female/London/Emergency route,2022,0,0.34317914,0.74447691,0.46193004,0,0,0,0,1.8681462,0
3069,Female/London/Emergency route,2023,0,0,0.37223846,0,0.60215211,0.70737869,0.86862862,0,0,0
3070,,,,,,,,,,,,
3071,Female/London/Non-emergency route,All Years,,,,,,,,,,
3072,Female/London/Non-emergency route,2016,0.21647097,1.4214085,3.0930066,6.7238193,2.4872837,5.6447973,1.9950323,2.5607212,3.8510418,0
3073,Female/London/Non-emergency route,2017,0.30921316,2.791415,2.9816797,3.8275001,4.447494,4.5355244,5.9783583,5.0729876,1.9050159,0
3074,Female/London/Non-emergency route,2018,0.18491495,5.1627469,5.725152,6.3621664,4.4763618,3.6427748,1.9754062,1.2473494,1.895483,0
3075,Female/London/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3076,Female/London/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3077,Female/London/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3078,Female/London/Non-emergency route,2022,0.25035745,1.3727165,2.9779077,7.3908806,6.0215211,3.5368934,6.949029,1.2435955,1.8681462,8.466445
3079,Female/London/Non-emergency route,2023,0.15647341,2.4022541,4.0946231,5.0812302,3.6129127,4.9516506,7.8176575,3.7307866,5.6044388,2.8221483
3080,,,,,,,,,,,,
3081,Female/North East/Emergency route,All Years,,,,,,,,,,
3082,Female/North East/Emergency route,2016,0,0,2.188112,1.2502501,0,0,0,0,0,0
3083,Female/North East/Emergency route,2017,0,0,0,0,1.2672665,0,0,0,0,0
3084,Female/North East/Emergency route,2018,0,0,0,0,0,1.3798052,1.9664524,0,3.8460059,0
3085,Female/North East/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3086,Female/North East/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3087,Female/North East/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3088,Female/North East/Emergency route,2022,0.12711245,0,0,0,1.2584314,1.3499285,1.6402854,0,0,0
3089,Female/North East/Emergency route,2023,0,1.0806605,1.0171285,0,0,1.3499285,3.2805707,0,3.6733644,0
3090,,,,,,,,,,,,
3091,Female/North East/Non-emergency route,All Years,,,,,,,,,,
3092,Female/North East/Non-emergency route,2016,1.0125992,7.0850921,3.2821679,12.502501,13.356484,4.8320851,1.9337871,2.5179403,0,0
3093,Female/North East/Non-emergency route,2017,0.3811484,9.1471777,5.3560143,14.691659,3.8017995,10.237361,5.8721056,0,3.8828919,0
3094,Female/North East/Non-emergency route,2018,0.89319098,7.1968336,8.4264631,10.72565,6.467134,4.1394157,5.8993568,2.4245951,0,0
3095,Female/North East/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3096,Female/North East/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3097,Female/North East/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3098,Female/North East/Non-emergency route,2022,0.76267469,8.6452837,8.1370277,5.415534,8.80902,6.7496424,4.920856,2.4458249,3.6733644,6.232471
3099,Female/North East/Non-emergency route,2023,0.50844979,7.5646234,8.1370277,6.4986405,10.067451,10.799428,0,2.4458249,7.3467288,0
3100,,,,,,,,,,,,
3101,Female/North West/Emergency route,All Years,,,,,,,,,,
3102,Female/North West/Emergency route,2016,0,0,0,0.99831784,0,1.8154202,0,0,0,0
3103,Female/North West/Emergency route,2017,0,0,0.83700567,0.488792,0,0,0.74746239,0.97716367,1.5023587,0
3104,Female/North West/Emergency route,2018,0.044025186,0.37948936,0.40703851,0.95936143,0,1.0596082,1.4736439,0.95375252,0,0
3105,Female/North West/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3106,Female/North West/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3107,Female/North West/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3108,Female/North West/Emergency route,2022,0,0,0.7680167,0.42828387,1.5290754,0.53405112,1.2470694,0,1.4484147,0
3109,Female/North West/Emergency route,2023,0.043302584,0,0.7680167,1.2848516,0.50969177,0,0,0.92886734,0,2.3672001
3110,,,,,,,,,,,,
3111,Female/North West/Non-emergency route,All Years,,,,,,,,,,
3112,Female/North West/Non-emergency route,2016,0.75133008,5.6895981,9.066927,7.4873838,10.42249,10.287381,3.0097139,3.9468751,6.0607896,2.409987
3113,Female/North West/Non-emergency route,2017,0.44114274,5.6846604,6.6960454,10.264632,10.985992,4.9973626,2.9898496,4.8858185,1.5023587,0
3114,Female/North West/Non-emergency route,2018,1.1006297,7.9692764,7.7337317,9.1139336,7.7100606,7.4172578,5.8945756,0.95375252,4.5281653,9.7427902
3115,Female/North West/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3116,Female/North West/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3117,Female/North West/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3118,Female/North West/Non-emergency route,2022,0.64953876,6.6227746,8.0641756,8.137393,12.742294,6.9426641,3.7412081,4.6443367,0,2.3672001
3119,Female/North West/Non-emergency route,2023,0.60623616,4.6748996,14.208309,11.135381,8.6647606,8.010766,8.1059513,2.786602,2.8968294,4.7344003
3120,,,,,,,,,,,,
3121,Female/South East/Emergency route,All Years,,,,,,,,,,
3122,Female/South East/Emergency route,2016,0.035547908,0.60244232,0,0.40510923,0,0,0,0,0,0
3123,Female/South East/Emergency route,2017,0.035539355,0,0,0.39879882,0.79756266,0,0,0,1.0734682,1.5528674
3124,Female/South East/Emergency route,2018,0,0,0,1.1731168,0.41147354,0,0,0,1.0694729,1.5584821
3125,Female/South East/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3126,Female/South East/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3127,Female/South East/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3128,Female/South East/Emergency route,2022,0.035216067,0,0.30236053,0.34966379,0.41130766,0.41738492,0,0,0,0
3129,Female/South East/Emergency route,2023,0.070432134,0.30163184,0,0.34966379,0.41130766,0,0,0,0,0
3130,,,,,,,,,,,,
3131,Female/South East/Non-emergency route,All Years,,,,,,,,,,
3132,Female/South East/Non-emergency route,2016,0.56876653,4.8195386,4.9101615,8.5072937,4.9005747,2.7967465,2.4488797,1.5227654,2.1691973,1.5551132
3133,Female/South East/Non-emergency route,2017,0.3198542,3.2701306,5.7831192,6.3807812,6.3805013,5.9462123,3.0146451,3.015295,0,1.5528674
3134,Female/South East/Non-emergency route,2018,0.28429818,3.551168,7.9155936,9.3849344,4.9376822,6.1040621,5.2467732,0.73904365,4.2778916,0
3135,Female/South East/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3136,Female/South East/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3137,Female/South East/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3138,Female/South East/Non-emergency route,2022,0.35216066,5.1277409,5.4424896,6.2939482,5.7583075,9.1824684,3.2197082,4.9395261,1.032077,4.4652824
3139,Female/South East/Non-emergency route,2023,0.42259279,3.6195819,6.0472107,6.9932761,6.9922304,4.5912342,5.0595417,7.0564656,1.032077,1.4884275
3140,,,,,,,,,,,,
3141,Female/South West/Emergency route,All Years,,,,,,,,,,
3142,Female/South West/Emergency route,2016,0,0.49270791,0.54722857,0.59675485,1.0849164,0.66545552,0.88885731,1.1096439,1.5709932,0
3143,Female/South West/Emergency route,2017,0,0,0,0,0,0,0,0,0,0
3144,Female/South West/Emergency route,2018,0,1.4537419,0.51704437,0.57821518,0,0,0,0,0,0
3145,Female/South West/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3146,Female/South West/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3147,Female/South West/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3148,Female/South West/Emergency route,2022,0,0,0,1.0401552,0,0.58795863,0,0,0,4.3801055
3149,Female/South West/Emergency route,2023,0,0.50023013,0,0,0,0.58795863,0.65670663,0,1.512722,0
3150,,,,,,,,,,,,
3151,Female/South West/Non-emergency route,All Years,,,,,,,,,,
3152,Female/South West/Non-emergency route,2016,0.43209398,4.4343715,9.302886,8.9513226,6.5094986,6.6545553,6.2220011,2.2192879,1.5709932,0
3153,Female/South West/Non-emergency route,2017,0.67742002,8.7445288,6.3630433,7.6491737,8.5325203,7.3009133,7.8393116,3.2971742,7.7764125,2.2605
3154,Female/South West/Non-emergency route,2018,0.61512834,6.7841291,6.2045326,8.6732273,6.4307928,2.9019995,5.8658891,3.2488277,0,0
3155,Female/South West/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3156,Female/South West/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3157,Female/South West/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3158,Female/South West/Non-emergency route,2022,0.61080641,4.5020709,7.5749326,9.3613968,7.6344843,4.1157103,4.5969462,6.1337152,1.512722,0
3159,Female/South West/Non-emergency route,2023,0.48864511,4.5020709,8.5217991,10.92163,9.3962889,5.2916274,7.8804793,8.1782866,3.025444,2.1900527
3160,,,,,,,,,,,,
3161,Female/West Midlands/Emergency route,All Years,,,,,,,,,,
3162,Female/West Midlands/Emergency route,2016,0,0.49076623,0,0.63767785,0,0,0.94381469,0,0,0
3163,Female/West Midlands/Emergency route,2017,0,0,0.5501458,0.62912077,0.64096814,0,0,2.3933179,0,2.792516
3164,Female/West Midlands/Emergency route,2018,0.054368716,0,0.5353176,0.62080568,0,0,0.90973598,1.1680743,1.790863,0
3165,Female/West Midlands/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3166,Female/West Midlands/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3167,Female/West Midlands/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3168,Female/West Midlands/Emergency route,2022,0,0,0,0.56236327,0.65514916,0,0,0,0,0
3169,Female/West Midlands/Emergency route,2023,0.10793844,0.48662511,0.98503727,0.56236327,2.6205966,0.68192822,1.5271605,2.2746918,0,2.6878831
3170,,,,,,,,,,,,
3171,Female/West Midlands/Non-emergency route,All Years,,,,,,,,,,
3172,Female/West Midlands/Non-emergency route,2016,0.38305348,1.9630649,6.244359,5.7391005,6.7751513,5.8698792,6.6067028,4.8735318,0,5.5900273
3173,Female/West Midlands/Non-emergency route,2017,0.27259752,3.8870993,6.0516038,6.9203281,4.4867768,2.0586863,1.8736943,1.196659,0,2.792516
3174,Female/West Midlands/Non-emergency route,2018,0.43494973,5.7791219,5.3531756,6.8288627,5.2322807,6.0038824,7.2778878,4.672297,3.5817261,2.8204768
3175,Female/West Midlands/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3176,Female/West Midlands/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3177,Female/West Midlands/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3178,Female/West Midlands/Non-emergency route,2022,0.43175375,4.866251,8.372817,8.9978123,7.2066407,3.409641,6.8722224,7.961421,0,0
3179,Female/West Midlands/Non-emergency route,2023,0.64763063,5.3528762,7.3877797,6.1859961,5.2411933,6.8192821,2.2907407,3.4120376,6.8313012,13.439415
3180,,,,,,,,,,,,
3181,Female/Yorkshire and The Humber/Emergency route,All Years,,,,,,,,,,
3182,Female/Yorkshire and The Humber/Emergency route,2016,0.058997292,0,0,0,0.6352191,0,0,0,0,0
3183,Female/Yorkshire and The Humber/Emergency route,2017,0,0,0.56962532,0.65864873,0.66874421,1.4790711,1.017615,0,0,0
3184,Female/Yorkshire and The Humber/Emergency route,2018,0.05916582,0.51842749,0,0.64429253,1.3767657,0.70439899,1.0056417,0,0,0
3185,Female/Yorkshire and The Humber/Emergency route,2019,0,0,0,0,0,0,0,0,0,0
3186,Female/Yorkshire and The Humber/Emergency route,2020,0,0,0,0,0,0,0,0,0,0
3187,Female/Yorkshire and The Humber/Emergency route,2021,0,0,0,0,0,0,0,0,0,0
3188,Female/Yorkshire and The Humber/Emergency route,2022,0,1.0455877,0,0.58192313,0.68424261,0.71398991,0.8289125,0,0,3.0681434
3189,Female/Yorkshire and The Humber/Emergency route,2023,0,1.0455877,0.523947,1.1638463,0.68424261,0,0.8289125,0,0,0
3190,,,,,,,,,,,,
3191,Female/Yorkshire and The Humber/Non-emergency route,All Years,,,,,,,,,,
3192,Female/Yorkshire and The Humber/Non-emergency route,2016,0.94395667,5.2296057,7.5996728,8.7081757,9.528286,5.6704497,2.0271845,3.8800797,0,3.1783364
3193,Female/Yorkshire and The Humber/Non-emergency route,2017,0.76805234,5.7185636,7.405129,7.2451358,4.6812096,8.8744268,8.1409197,2.5523226,3.9491351,3.1743009
3194,Female/Yorkshire and The Humber/Non-emergency route,2018,0.70998985,5.7027025,8.3587809,8.375803,9.6373596,5.6351919,3.0169249,8.7944117,1.9639034,3.2036908
3195,Female/Yorkshire and The Humber/Non-emergency route,2019,0,0,0,0,0,0,0,0,0,0
3196,Female/Yorkshire and The Humber/Non-emergency route,2020,0,0,0,0,0,0,0,0,0,0
3197,Female/Yorkshire and The Humber/Non-emergency route,2021,0,0,0,0,0,0,0,0,0,0
3198,Female/Yorkshire and The Humber/Non-emergency route,2022,0.17749578,5.7507319,6.287364,5.8192315,5.4739408,4.9979296,2.4867375,3.7679923,3.7480557,3.0681434
3199,Female/Yorkshire and The Humber/Non-emergency route,2023,0.29582632,4.7051444,9.4310455,10.474616,6.8424258,3.5699496,4.1445622,3.7679923,0,3.0681434
3200,,,,,,,,,,,,
3201,Male/IMD1/Early,All Years,,,,,,,,,,
3202,Male/IMD1/Early,2016,0.12754354,2.6230578,3.0448301,2.8575044,2.2150061,3.7032008,3.2832634,0,0,0
3203,Male/IMD1/Early,2017,0.15237039,0.57645363,2.2947209,2.3911717,5.0126457,2.2875836,1.6489134,2.3781779,0,0
3204,Male/IMD1/Early,2018,0.10119919,1.1410413,2.2370365,2.3284242,4.1380262,3.8307467,1.6409853,2.3364487,2.1694798,4.6680984
3205,Male/IMD1/Early,2019,0.63176799,10.233349,11.510594,18.508865,13.255992,10.137334,4.8457046,6.8490024,0,4.4962006
3206,Male/IMD1/Early,2020,0.7820214,9.6768503,15.838496,13.946592,9.1025352,8.3682013,4.8002305,3.4564202,2.1442204,0
3207,Male/IMD1/Early,2021,0.65214181,9.2940207,13.290482,19.019115,19.664425,19.63969,8.055356,7.6823602,2.6640382,0
3208,Male/IMD1/Early,2022,0,0,0,0,0,0,0,0,0,0
3209,Male/IMD1/Early,2023,0,0,0,0,0,0,0,0,0,0
3210,,,,,,,,,,,,
3211,Male/IMD1/Advanced,All Years,,,,,,,,,,
3212,Male/IMD1/Advanced,2016,1.6070485,23.024618,30.448301,29.391474,30.567085,23.453606,12.312239,7.2238679,6.6920967,4.9169044
3213,Male/IMD1/Advanced,2017,1.2443582,19.88765,29.175735,29.491119,30.987263,22.30394,15.664677,7.1345334,2.1890938,9.481369
3214,Male/IMD1/Advanced,2018,1.4420884,21.394524,32.277241,36.478645,28.506403,25.720728,19.691822,19.859814,2.1694798,4.6680984
3215,Male/IMD1/Advanced,2019,0.58122653,7.6750116,17.42144,17.375669,17.827023,14.405685,15.344731,9.1320028,6.4216452,13.488602
3216,Male/IMD1/Advanced,2020,0.68111539,9.6768503,18.579775,16.148685,20.480705,25.627615,13.600653,9.2171211,2.1442204,4.4998426
3217,Male/IMD1/Advanced,2021,0.59997046,9.0123835,14.800763,25.478439,25.609484,23.88611,19.332855,5.1215734,10.656153,10.546854
3218,Male/IMD1/Advanced,2022,0,0,0,0,0,0,0,0,0,0
3219,Male/IMD1/Advanced,2023,0,0,0,0,0,0,0,0,0,0
3220,,,,,,,,,,,,
3221,Male/IMD2/Early,All Years,,,,,,,,,,
3222,Male/IMD2/Early,2016,0.12830143,1.8989797,1.5724407,3.349211,3.042901,3.0476346,3.4206512,1.9884669,1.7767354,0
3223,Male/IMD2/Early,2017,0.051150974,1.8779645,1.521417,3.2757885,2.3733613,3.2581022,0.67823738,1.9458092,1.736292,0
3224,Male/IMD2/Early,2018,0.10192989,1.3336,1.4777204,3.20401,0.80266488,2.2258825,0.66301125,3.7969036,0,0
3225,Male/IMD2/Early,2019,0.76399094,9.0703192,11.505527,13.887732,14.087965,11.289769,7.0719995,9.242486,1.6858573,0
3226,Male/IMD2/Early,2020,0.55872023,10.434559,12.627822,13.118769,12.088293,11.103518,5.6450043,3.6910925,1.6724366,0
3227,Male/IMD2/Early,2021,0.60130548,9.1667929,12.921457,17.237892,14.289855,9.5776682,11.836974,6.7156591,3.6159172,0
3228,Male/IMD2/Early,2022,0,0,0,0,0,0,0,0,0,0
3229,Male/IMD2/Early,2023,0,0,0,0,0,0,0,0,0,0
3230,,,,,,,,,,,,
3231,Male/IMD2/Advanced,All Years,,,,,,,,,,
3232,Male/IMD2/Advanced,2016,1.1547128,15.191837,25.159052,27.537958,18.257406,15.746112,16.419125,10.936568,10.660413,0
3233,Male/IMD2/Advanced,2017,1.1764724,17.974804,20.082705,29.846075,25.711414,14.428739,10.173561,8.7561417,1.736292,3.775152
3234,Male/IMD2/Advanced,2018,0.73899168,15.469761,25.416792,24.920078,18.461292,16.916708,16.575281,7.5938072,8.629468,0
3235,Male/IMD2/Advanced,2019,0.4329282,8.2699966,13.231356,14.582118,17.710585,7.8159943,5.1432724,8.3182373,5.0575719,3.5297024
3236,Male/IMD2/Advanced,2020,0.27936012,6.421267,10.102258,14.464283,14.908895,13.238811,11.290009,1.8455462,1.6724366,3.4757221
3237,Male/IMD2/Advanced,2021,0.38264894,9.4364042,11.23605,12.92842,18.780952,12.625109,14.951967,12.471938,9.039793,0
3238,Male/IMD2/Advanced,2022,0,0,0,0,0,0,0,0,0,0
3239,Male/IMD2/Advanced,2023,0,0,0,0,0,0,0,0,0,0
3240,,,,,,,,,,,,
3241,Male/IMD3/Early,All Years,,,,,,,,,,
3242,Male/IMD3/Early,2016,0.16888492,0.76787025,3.7781801,3.0060923,3.2130785,2.4677649,1.1402704,1.6238775,0,0
3243,Male/IMD3/Early,2017,0.084391102,2.5316262,1.6923099,1.9662333,1.3495277,2.255851,0,0.79179072,1.4141672,0
3244,Male/IMD3/Early,2018,0.16831867,1.7736247,2.4779735,2.2464123,1.3829441,3.2355828,3.2653949,0,2.7856317,0
3245,Male/IMD3/Early,2019,0.5328725,8.9030437,11.52296,13.151426,12.967623,9.5104914,7.2560291,2.2236059,1.3585296,2.8408284
3246,Male/IMD3/Early,2020,0.72727007,9.5067291,14.366803,12.848044,14.740669,11.516476,4.4938884,0.73262757,1.3413817,0
3247,Male/IMD3/Early,2021,0.77683872,10.50103,16.282967,15.076817,18.21422,11.422656,10.16093,3.7328198,3.9391274,0
3248,Male/IMD3/Early,2022,0,0,0,0,0,0,0,0,0,0
3249,Male/IMD3/Early,2023,0,0,0,0,0,0,0,0,0,0
3250,,,,,,,,,,,,
3251,Male/IMD3/Advanced,All Years,,,,,,,,,,
3252,Male/IMD3/Advanced,2016,1.154047,12.797837,23.540968,20.040615,17.671932,13.161412,10.262433,6.4955101,5.8432546,3.2046146
3253,Male/IMD3/Advanced,2017,1.6596917,15.189758,18.051306,19.662333,18.556005,19.550709,12.361425,6.3343258,4.2425013,3.0841353
3254,Male/IMD3/Advanced,2018,1.2343369,12.922123,22.852423,20.217709,19.706955,11.504294,15.23851,9.1662531,11.142527,2.9956264
3255,Male/IMD3/Advanced,2019,0.16827552,6.6136894,9.3791533,10.646393,15.771434,11.623934,6.737741,5.1884136,8.1511774,2.8408284
3256,Male/IMD3/Advanced,2020,0.47552276,6.9373431,9.1425104,10.094892,10.52905,9.7715549,6.9904928,5.1283932,8.0482893,5.5950317
3257,Male/IMD3/Advanced,2021,0.44817621,8.9258757,11.293025,11.759916,14.999947,9.9948244,11.128637,7.4656396,0,8.5952501
3258,Male/IMD3/Advanced,2022,0,0,0,0,0,0,0,0,0,0
3259,Male/IMD3/Advanced,2023,0,0,0,0,0,0,0,0,0,0
3260,,,,,,,,,,,,
3261,Male/IMD4/Early,All Years,,,,,,,,,,
3262,Male/IMD4/Early,2016,0.091337964,1.4978281,2.5342333,2.2472775,1.1985737,1.1305993,0.5256021,0,2.686547,0
3263,Male/IMD4/Early,2017,0.21355273,1.733832,0.82306558,3.7907746,2.5452416,2.0534091,1.5527388,1.4384557,1.297101,0
3264,Male/IMD4/Early,2018,0.12204834,2.2314842,0.80240721,1.2421434,2.2919259,4.2536483,0.49929351,0.69602984,0,2.7526977
3265,Male/IMD4/Early,2019,0.9467904,12.213603,11.737701,12.176486,10.988682,8.0465021,6.1477346,3.3620677,2.4283633,0
3266,Male/IMD4/Early,2020,1.0369885,11.859223,12.740151,12.760552,10.067114,6.7128253,5.8813415,2.6568892,2.3810091,0
3267,Male/IMD4/Early,2021,0.74017984,11.922998,15.894339,15.80292,12.235742,12.096919,5.6450806,5.3450212,2.2471404,5.0671396
3268,Male/IMD4/Early,2022,0,0,0,0,0,0,0,0,0,0
3269,Male/IMD4/Early,2023,0,0,0,0,0,0,0,0,0,0
3270,,,,,,,,,,,,
3271,Male/IMD4/Advanced,All Years,,,,,,,,,,
3272,Male/IMD4/Advanced,2016,1.2787315,14.978281,14.642237,17.657181,18.577892,16.582123,14.716858,8.8801403,2.686547,2.9649835
3273,Male/IMD4/Advanced,2017,1.372839,15.852179,25.240679,23.376442,17.816692,14.03163,14.492229,12.946101,1.297101,5.6924915
3274,Male/IMD4/Advanced,2018,1.1594592,14.876562,21.664995,22.979654,21.609587,16.687389,7.9886961,9.0483875,5.0264516,5.5053954
3275,Male/IMD4/Advanced,2019,0.39704114,6.4806876,6.7817831,10.654426,12.653633,9.6558027,9.9309559,7.3965492,1.2141817,2.5998337
3276,Male/IMD4/Advanced,2020,0.39649558,4.5418301,9.9373188,11.573524,12.751678,10.868383,8.5958071,1.3284446,1.1905046,0
3277,Male/IMD4/Advanced,2021,0.32181731,4.14713,10.767133,16.388214,13.255387,9.8083124,10.855925,9.3537874,5.6178513,5.0671396
3278,Male/IMD4/Advanced,2022,0,0,0,0,0,0,0,0,0,0
3279,Male/IMD4/Advanced,2023,0,0,0,0,0,0,0,0,0,0
3280,,,,,,,,,,,,
3281,Male/IMD5/Early,All Years,,,,,,,,,,
3282,Male/IMD5/Early,2016,0.095653504,0.97899562,0.83882999,1.6023792,0.89026058,1.4811084,1.5449901,1.4056196,1.2499532,2.7382257
3283,Male/IMD5/Early,2017,0.25634444,0.73263651,1.0906999,3.1694415,0.63262713,1.6716371,1.0146824,0.68263113,0,0
3284,Male/IMD5/Early,2018,0.032130238,0.73536444,1.3332552,1.8693278,1.6403177,2.2322924,0.97534806,0.66078132,1.1631153,0
3285,Male/IMD5/Early,2019,1.1597366,11.823476,17.189156,13.777605,11.001576,5.3486705,5.9923573,5.127449,1.1255304,0
3286,Male/IMD5/Early,2020,1.192179,11.979276,14.771952,17.021887,12.125499,8.1456947,6.5692377,0.63368547,1.0964432,2.3040943
3287,Male/IMD5/Early,2021,0.79811084,10.916283,15.355401,16.439499,13.893455,10.533977,6.2422233,3.1921346,6.1321478,0
3288,Male/IMD5/Early,2022,0,0,0,0,0,0,0,0,0,0
3289,Male/IMD5/Early,2023,0,0,0,0,0,0,0,0,0,0
3290,,,,,,,,,,,,
3291,Male/IMD5/Advanced,All Years,,,,,,,,,,
3292,Male/IMD5/Advanced,2016,1.211611,15.419182,20.691139,19.869503,16.321444,9.6272049,11.844924,4.9196687,9.9996252,2.7382257
3293,Male/IMD5/Advanced,2017,1.0894639,12.454821,19.087248,16.79804,12.968856,12.704441,8.1174593,5.4610491,4.8058438,2.6180067
3294,Male/IMD5/Advanced,2018,0.99603736,15.442653,17.865618,27.728361,20.668003,9.566967,11.216503,7.2685943,1.1631153,0
3295,Male/IMD5/Advanced,2019,0.32214907,4.4338031,7.0319276,8.8789005,12.668483,7.551064,8.7580605,3.2046556,2.2510607,0
3296,Male/IMD5/Advanced,2020,0.45109472,3.7435236,7.6406646,8.0629988,10.441401,6.2659192,6.1312885,4.4357982,5.4822159,0
3297,Male/IMD5/Advanced,2021,0.39905542,4.5696063,8.9573174,11.448936,13.215725,10.214766,11.236002,3.1921346,1.0220246,9.2002668
3298,Male/IMD5/Advanced,2022,0,0,0,0,0,0,0,0,0,0
3299,Male/IMD5/Advanced,2023,0,0,0,0,0,0,0,0,0,0
3300,,,,,,,,,,,,
3301,Female/IMD1/Early,All Years,,,,,,,,,,
3302,Female/IMD1/Early,2016,0.077244669,1.4305456,2.0149577,2.0318513,2.1594355,1.684551,0,0,0,0
