quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
1,.81,.79000002,.82999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.25,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.5,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
1.75,.74000001,.70999998,.75999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2,.70999998,.69,.74000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.25,.69,.67000002,.72000003,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.5,.67000002,.64999998,.69,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
2.75,.66000003,.63,.68000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3,.63999999,.62,.67000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.25,.63,.60000002,.64999998,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.5,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
3.75,.60000002,.56999999,.62,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.25,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.5,.56,.52999997,.58999997,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
4.75,.55000001,.51999998,.56999999,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
5,.52999997,.5,.56,All Persons,All IMD Quintiles,North West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.5,.88999999,.87,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
.75,.83999997,.81999999,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1,.81,.79000002,.82999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.25,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.5,.75,.73000002,.76999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
1.75,.72000003,.69999999,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2,.69999999,.68000001,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.25,.68000001,.66000003,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.5,.67000002,.63999999,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
2.75,.64999998,.62,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3,.63,.61000001,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.25,.62,.58999997,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.5,.60000002,.57999998,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
3.75,.58999997,.56,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4,.57999998,.56,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.25,.57999998,.55000001,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.5,.56,.52999997,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
4.75,.54000002,.50999999,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
5,.54000002,.50999999,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.95999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.5,.89999998,.88,.92000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
.75,.86000001,.83999997,.88,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1,.82999998,.81,.85000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.25,.81,.79000002,.83999997,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.5,.79000002,.76999998,.81999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
1.75,.76999998,.75,.80000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2,.75,.72000003,.76999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.25,.73000002,.69999999,.75,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.5,.69999999,.68000001,.73000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.75,.69,.66000003,.72000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3,.67000002,.63999999,.69999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.25,.66000003,.62,.69,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.5,.63999999,.60000002,.67000002,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.75,.63,.58999997,.66000003,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4,.62,.57999998,.64999998,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.25,.61000001,.56999999,.63999999,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.5,.60000002,.56,.63,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.75,.57999998,.55000001,.62,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
5,.56999999,.52999997,.61000001,All Persons,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.91000003,.88999999,.93000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.86000001,.82999998,.88,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.81,.79000002,.83999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1,.77999997,.75999999,.81,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.75,.72000003,.76999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.72000003,.69,.75,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.69,.67000002,.72000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2,.67000002,.63999999,.69999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.66000003,.63,.69,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.63,.60000002,.66000003,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.61000001,.57999998,.63999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3,.58999997,.56,.62,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.56,.51999998,.58999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.52999997,.5,.56999999,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4,.51999998,.47999999,.55000001,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.5,.47,.54000002,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.5,.46000001,.52999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.5,.46000001,.52999997,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
5,.47999999,.44,.51999998,All Persons,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.88,.86000001,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.83999997,.81999999,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.80000001,.77999997,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.77999997,.75,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.75,.73000002,.77999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.74000001,.70999998,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.72000003,.69,.74000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.69999999,.67000002,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.64999998,.62,.68000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.63999999,.61000001,.66000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.62,.60000002,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.60000002,.56999999,.63,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.56,.52999997,.58999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.54000002,.50999999,.56999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.25,.67000002,.62,.70999998,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.5,.56,.51999998,.61000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.75,.47,.43000001,.51999998,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1,.41999999,.37,.46000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.38999999,.34999999,.43000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.36000001,.31999999,.40000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.34,.30000001,.38999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2,.33000001,.28,.37,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.30000001,.25999999,.34,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.28999999,.25,.33000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.28,.23999999,.31999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3,.25999999,.22,.28999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.25,.20999999,.28999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.5,.23,.2,.27000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.23,.19,.27000001,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4,.22,.18000001,.25999999,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.22,.18000001,.25,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.22,.18000001,.25,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.20999999,.18000001,.25,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
5,.20999999,.17,.25,All Persons,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.94999999,.95999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.91000003,.89999998,.92000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.88,.87,.88999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.83999997,.82999998,.85000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.81,.80000001,.81999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.79000002,.77999997,.80000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.76999998,.75,.77999997,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.74000001,.73000002,.75,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.72000003,.70999998,.73000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.69999999,.68000001,.70999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.68000001,.66000003,.69,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.66000003,.64999998,.68000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.64999998,.63999999,.66000003,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.63999999,.62,.64999998,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.62,.61000001,.63,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.61000001,.58999997,.62,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.60000002,.57999998,.61000001,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.57999998,.56999999,.60000002,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.56999999,.56,.58999997,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.56,.55000001,.56999999,All Persons,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.25,.99000001,.99000001,.99000001,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.5,.98000002,.97000003,.98000002,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.75,.95999998,.95999998,.97000003,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1,.94,.94,.94999999,All Persons,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
